#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a MAST Result with these header lines unmodified.
#Product Type, Mission, Instrument, Project, Filters, Waveband, Target Name, Target Classification, Observation ID, RA, Dec, Proposal ID, Principal Investigator, Calibration Level, Start Time, End Time, Exposure Time, Release Date, Object ID, s_region, Distance (")
#@string, string, string, string, string, string, string, string, string, ra, dec, string, string, int, float, float, float, float, string, string, float
dataproduct_type,obs_collection,instrument,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,t_obs_release,objID,s_region,distance
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V19020,5.651969741294,-72.06894806366,11677,RICHER,3,55221.25285,55221.48711,7014,55586.81234,2012941162,POLYGON 5.77927664 -72.05510424 5.60757827 -72.03252726 5.52593719 -72.08351702 5.69569697 -72.10431746 5.77927664 -72.05510424 5.77927664 -72.05510424,8510.55956405477
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V20020,5.660676705917,-72.06790813478,11677,RICHER,3,55219.2085,55219.35794,4270,55584.55909,2012941164,POLYGON 5.78173757 -72.04951523 5.60259917 -72.03336419 5.54114114 -72.086975 5.71773512 -72.10143155 5.78173757 -72.04951523 5.78173757 -72.04951523,8511.29559371582
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01KUQ,5.67258058273,-72.05231533905,11452,KIM QUIJANO,3,55029.80157,55029.80562,350,55083.66667,2012708406,POLYGON ICRS   5.56660955 -72.04079378   5.69680099 -72.01945435   5.77366637 -72.05868414   5.64397751 -72.07937173   5.56660955 -72.04079378,8511.36889184823
image,HST,WFC3/UVIS,DADS,F814W,OPTICAL,47TUC,GLOBULAR CLUSTER;STELLAR CLUSTER,IABY01LAQ,5.67258058273,-72.05231533905,11452,KIM QUIJANO,3,55029.87352,55029.87757,350,55083.66667,2012708414,POLYGON ICRS   5.56660955 -72.04079378   5.69680099 -72.01945435   5.77366637 -72.05868414   5.64397751 -72.07937173   5.56660955 -72.04079378,8511.36889184823
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW26V3Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52844.00111,52844.00147,30,52844.2365,2012750284,POLYGON GSC1   5.78190392 -72.05006384   5.71508637 -72.10306989   5.53736681 -72.08501498   5.60742206 -72.03385208   5.78190392 -72.05006384,8511.87197358958
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW26V5Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52844.00766,52844.00802,30,52844.24157,2012750285,POLYGON GSC1   5.78190392 -72.05006384   5.71508637 -72.10306989   5.53736681 -72.08501498   5.60742206 -72.03385208   5.78190392 -72.05006384,8511.87197358958
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC104-WFC-UPDATE,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW26V9Q,5.660416666667,-72.06777777778,9656,DE MARCHI,3,52844.02044,52844.0208,30,52844.2525,2012750287,POLYGON GSC1   5.78190392 -72.05006384   5.71508637 -72.10306989   5.53736681 -72.08501498   5.60742206 -72.03385208   5.78190392 -72.05006384,8511.87197358958
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V24010,5.652875261913,-72.06939983997,11677,RICHER,3,55211.21692,55211.62185,8064,55576.79977,2012941171,POLYGON 5.77342785 -72.05068716 5.59383282 -72.03501079 5.53386685 -72.08878225 5.71087405 -72.10277094 5.77342785 -72.05068716 5.77342785 -72.05068716,8516.60599446008
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V24020,5.652875261913,-72.06939983997,11677,RICHER,3,55211.29049,55211.57462,8596,55576.75748,2012941172,POLYGON 5.77342785 -72.05068716 5.59383282 -72.03501079 5.53386685 -72.08878225 5.71087405 -72.10277094 5.77342785 -72.05068716 5.77342785 -72.05068716,8516.60599446008
image,HST,ACS/WFC,DADS,F555W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW13F2Q,5.655,-72.07055555556,9656,DE MARCHI,3,52571.54625,52571.54661,30,52571.82872,2012750218,POLYGON GSC1   5.69926602 -72.11191186   5.53039181 -72.08870682   5.59766304 -72.03501948   5.76022499 -72.05894708   5.69926602 -72.11191186,8516.63439979651
image,HST,ACS/WFC,DADS,F435W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW13F6Q,5.655,-72.07055555556,9656,DE MARCHI,3,52571.55903,52571.55939,30,52571.83727,2012750220,POLYGON GSC1   5.69926602 -72.11191186   5.53039181 -72.08870682   5.59766304 -72.03501948   5.76022499 -72.05894708   5.69926602 -72.11191186,8516.63439979651
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V15010,5.652735400841,-72.06930722139,11677,RICHER,3,55214.07133,55214.41697,6791,55579.53868,2012941153,POLYGON 5.77328727 -72.05059464 5.59369321 -72.03491817 5.53372727 -72.08868961 5.71073351 -72.10267838 5.77328727 -72.05059464 5.77328727 -72.05059464,8516.87238588442
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V15020,5.652735400841,-72.06930722139,11677,RICHER,3,55214.20067,55214.43492,7014,55579.5669,2012941154,POLYGON 5.77328727 -72.05059464 5.59369321 -72.03491817 5.53372727 -72.08868961 5.71073351 -72.10267838 5.77328727 -72.05059464 5.77328727 -72.05059464,8516.87238588442
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V13010,5.652901055929,-72.0691492663,11677,RICHER,3,55212.14399,55212.48767,6791,55577.81227,2012941149,POLYGON 5.77345138 -72.05043659 5.59385866 -72.03476033 5.53389389 -72.08853184 5.71089879 -72.1025204 5.77345138 -72.05043659 5.77345138 -72.05043659,8516.90951017426
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V13020,5.652901055929,-72.0691492663,11677,RICHER,3,55212.27139,55212.50562,7014,55577.73498,2012941150,POLYGON 5.77345138 -72.05043659 5.59385866 -72.03476033 5.53389389 -72.08853184 5.71089879 -72.1025204 5.77345138 -72.05043659 5.77345138 -72.05043659,8516.90951017426
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V14010,5.652800888373,-72.06922680987,11677,RICHER,3,55213.07278,55213.48459,6707,55578.84782,2012941151,POLYGON 5.77335198 -72.05051419 5.59375862 -72.03483782 5.53379322 -72.08860928 5.71079877 -72.10259796 5.77335198 -72.05051419 5.77335198 -72.05051419,8516.91073397816
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V14020,5.652800888373,-72.06922680987,11677,RICHER,3,55213.20277,55213.43682,7153,55578.64304,2012941152,POLYGON 5.77335198 -72.05051419 5.59375862 -72.03483782 5.53379322 -72.08860928 5.71079877 -72.10259796 5.77335198 -72.05051419 5.77335198 -72.05051419,8516.91073397816
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V16010,5.652626279751,-72.06937200649,11677,RICHER,3,55215.06998,55215.43286,6707,55580.71127,2012941155,POLYGON 5.77351483 -72.0508659 5.59420449 -72.03488249 5.53327018 -72.08855053 5.71002064 -72.10284184 5.77351483 -72.0508659 5.77351483 -72.0508659,8517.39249928274
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V16020,5.652626279751,-72.06937200649,11677,RICHER,3,55215.19861,55215.41491,7153,55580.67557,2012941156,POLYGON 5.77351483 -72.0508659 5.59420449 -72.03488249 5.53327018 -72.08855053 5.71002064 -72.10284184 5.77351483 -72.0508659 5.77351483 -72.0508659,8517.39249928274
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW06HCQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52867.11895,52867.11965,60,52867.23916,2012750204,POLYGON GSC1   5.71261806 -72.07257467   5.73288368 -72.06748023   5.74921219 -72.07243908   5.72882504 -72.07759229   5.71261806 -72.07257467,8517.65486169668
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW06HDQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52867.12094,52867.12164,60,52867.23421,2012750205,POLYGON GSC1   5.71261806 -72.07257467   5.73288368 -72.06748023   5.74921219 -72.07243908   5.72882504 -72.07759229   5.71261806 -72.07257467,8517.65486169668
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW06HFQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52867.12247,52867.12317,60,52867.23667,2012750206,POLYGON GSC1   5.71261806 -72.07257467   5.73288368 -72.06748023   5.74921219 -72.07243908   5.72882504 -72.07759229   5.71261806 -72.07257467,8517.65486169668
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW06HHQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52867.12416,52867.12486,60,52867.23701,2012750207,POLYGON GSC1   5.71261806 -72.07257467   5.73288368 -72.06748023   5.74921219 -72.07243908   5.72882504 -72.07759229   5.71261806 -72.07257467,8517.65486169668
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW06HKQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52867.12933,52867.13003,60,52867.23808,2012750210,POLYGON GSC1   5.71261806 -72.07257467   5.73288368 -72.06748023   5.74921219 -72.07243908   5.72882504 -72.07759229   5.71261806 -72.07257467,8517.65486169668
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V20010,5.652390082859,-72.06934969732,11677,RICHER,3,55219.06407,55219.40573,9590,55584.87653,2012941163,POLYGON 5.77346834 -72.05096193 5.59432318 -72.03480333 5.53283654 -72.08841154 5.7094378 -72.10287555 5.77346834 -72.05096193 5.77346834 -72.05096193,8517.94897487156
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW05BPQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52802.83742,52802.83812,60,52803.21667,2012750196,POLYGON GSC1   5.72372587 -72.07766315   5.71673153 -72.06990157   5.73804865 -72.06729673   5.74517227 -72.07511448   5.72372587 -72.07766315,8518.17949375167
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW05BQQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52802.83941,52802.84012,60,52803.2174,2012750197,POLYGON GSC1   5.72372587 -72.07766315   5.71673153 -72.06990157   5.73804865 -72.06729673   5.74517227 -72.07511448   5.72372587 -72.07766315,8518.17949375167
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW05BSQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52802.84094,52802.84164,60,52803.21777,2012750198,POLYGON GSC1   5.72372587 -72.07766315   5.71673153 -72.06990157   5.73804865 -72.06729673   5.74517227 -72.07511448   5.72372587 -72.07766315,8518.17949375167
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW05BUQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52802.84263,52802.84333,60,52803.2185,2012750199,POLYGON GSC1   5.72372587 -72.07766315   5.71673153 -72.06990157   5.73804865 -72.06729673   5.74517227 -72.07511448   5.72372587 -72.07766315,8518.17949375167
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW05BXQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52802.8478,52802.84851,60,52803.21993,2012750202,POLYGON GSC1   5.72372587 -72.07766315   5.71673153 -72.06990157   5.73804865 -72.06729673   5.74517227 -72.07511448   5.72372587 -72.07766315,8518.17949375167
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW02Y6Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52598.99595,52598.99667,60,52599.32083,2012750172,POLYGON GSC1   5.73129728 -72.06718958   5.74701649 -72.07362849   5.73025405 -72.07844998   5.71435620 -72.07197032   5.73129728 -72.06718958,8518.29713306562
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW02Y7Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52598.99794,52598.99866,60,52599.32116,2012750173,POLYGON GSC1   5.73129728 -72.06718958   5.74701649 -72.07362849   5.73025405 -72.07844998   5.71435620 -72.07197032   5.73129728 -72.06718958,8518.29713306562
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW02Y9Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52598.99947,52599.00019,60,52599.32256,2012750174,POLYGON GSC1   5.73129728 -72.06718958   5.74701649 -72.07362849   5.73025405 -72.07844998   5.71435620 -72.07197032   5.73129728 -72.06718958,8518.29713306562
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW02YBQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52599.00116,52599.00187,60,52599.32293,2012750175,POLYGON GSC1   5.73129728 -72.06718958   5.74701649 -72.07362849   5.73025405 -72.07844998   5.71435620 -72.07197032   5.73129728 -72.06718958,8518.29713306562
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW02YEQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52599.00633,52599.00705,60,52599.32624,2012750178,POLYGON GSC1   5.73129728 -72.06718958   5.74701649 -72.07362849   5.73025405 -72.07844998   5.71435620 -72.07197032   5.73129728 -72.06718958,8518.29713306562
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW04JMQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52730.2174,52730.2181,60,52730.69699,2012750188,POLYGON GSC1   5.74278067 -72.07673342   5.71705178 -72.07525739   5.71882437 -72.06821740   5.74476307 -72.06968469   5.74278067 -72.07673342,8518.44823569471
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW04JNQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52730.21939,52730.22009,60,52730.69735,2012750189,POLYGON GSC1   5.74278067 -72.07673342   5.71705178 -72.07525739   5.71882437 -72.06821740   5.74476307 -72.06968469   5.74278067 -72.07673342,8518.44823569471
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW04JOQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52730.22091,52730.22162,60,52730.6977,2012750190,POLYGON GSC1   5.74278067 -72.07673342   5.71705178 -72.07525739   5.71882437 -72.06821740   5.74476307 -72.06968469   5.74278067 -72.07673342,8518.44823569471
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW04JPQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52730.2226,52730.22331,60,52730.69806,2012750191,POLYGON GSC1   5.74278067 -72.07673342   5.71705178 -72.07525739   5.71882437 -72.06821740   5.74476307 -72.06968469   5.74278067 -72.07673342,8518.44823569471
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW04JSQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52730.22778,52730.22848,60,52730.69911,2012750194,POLYGON GSC1   5.74278067 -72.07673342   5.71705178 -72.07525739   5.71882437 -72.06821740   5.74476307 -72.06968469   5.74278067 -72.07673342,8518.44823569471
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V18010,5.652388116822,-72.0690978587,11677,RICHER,3,55216.99647,55217.3622,6721,55582.56194,2012941159,POLYGON 5.77548907 -72.05202945 5.59828957 -72.03394532 5.53073981 -72.08685627 5.70557291 -72.10321927 5.77548907 -72.05202945 5.77548907 -72.05202945,8518.6970155112
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V18020,5.652388116822,-72.0690978587,11677,RICHER,3,55217.12795,55217.34409,7139,55582.41843,2012941160,POLYGON 5.77548907 -72.05202945 5.59828957 -72.03394532 5.53073981 -72.08685627 5.70557291 -72.10321927 5.77548907 -72.05202945 5.77548907 -72.05202945,8518.6970155112
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8IO03011,5.730791666667,-72.07247222222,9666,GILLILAND,3,52489.70029,52489.70664,500,52490.5025,2014192267,POLYGON    5.71401586 -72.07371115   5.73011231 -72.06736116   5.74960268 -72.07108321   5.73343319 -72.07749870   5.71401586 -72.07371115,8519.09484734928
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8IO03021,5.730791666667,-72.07247222222,9666,GILLILAND,3,52489.70787,52489.7133,420,52490.5025,2014192268,POLYGON    5.71401586 -72.07371115   5.73011231 -72.06736116   5.74960268 -72.07108321   5.73343319 -72.07749870   5.71401586 -72.07371115,8519.09484734928
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8IO03031,5.730791666667,-72.07247222222,9666,GILLILAND,3,52489.71406,52489.72385,750,52490.5025,2014192269,POLYGON    5.71401586 -72.07371115   5.73011231 -72.06736116   5.74960268 -72.07108321   5.73343319 -72.07749870   5.71401586 -72.07371115,8519.09484734928
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8IO03071,5.730791666667,-72.07247222222,9666,GILLILAND,3,52489.76503,52489.77448,720,52490.54402,2014192273,POLYGON    5.71401586 -72.07371115   5.73011231 -72.06736116   5.74960268 -72.07108321   5.73343319 -72.07749870   5.71401586 -72.07371115,8519.09484734928
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8IO03AMQ,5.730791666667,-72.07247222222,9666,GILLILAND,3,52489.78899,52489.79075,150,52490.30385,2012751178,POLYGON GSC1   5.71401586 -72.07371115   5.73011231 -72.06736116   5.74960268 -72.07108321   5.73343319 -72.07749870   5.71401586 -72.07371115,8519.09484734928
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HMA2HLQ,5.626747351785,-72.0976397073,9648,RIESS,3,52660.38083,52660.39359,1100,52660.9379,2012747218,POLYGON GSC1   5.49375632 -72.11332877   5.56216605 -72.06051073   5.73935843 -72.07883688   5.66860215 -72.12993067   5.49375632 -72.11332877,8519.1275040949
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V17010,5.652573617187,-72.06907005572,11677,RICHER,3,55216.06855,55216.41284,6791,55581.57174,2012941157,POLYGON 5.77462896 -72.05130537 5.59638096 -72.03423082 5.53200893 -72.08751646 5.70779705 -72.1028836 5.77462896 -72.05130537 5.77462896 -72.05130537,8519.42311653859
image,HST,ACS/WFC,DADS,F814W,OPTICAL,NGC-0104-6W,GLOBULAR CLUSTER;STELLAR CLUSTER,JB6V17020,5.652573617187,-72.06907005572,11677,RICHER,3,55216.19655,55216.43079,7014,55581.7342,2012941158,POLYGON 5.77462896 -72.05130537 5.59638096 -72.03423082 5.53200893 -72.08751646 5.70779705 -72.1028836 5.77462896 -72.05130537 5.77462896 -72.05130537,8519.42311653859
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX04B6Q,5.606695480061,-72.09480939934,10043,RIESS,3,53036.67071,53036.67106,30,53037.80003,2012754569,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX04B7Q,5.606695480061,-72.09480939934,10043,RIESS,3,53036.67265,53036.67729,400,53037.80355,2012754570,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DHQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.85804,53036.8584,30,53037.85031,2012754585,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DIQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.86002,53036.86466,400,53037.85277,2012754586,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DLQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.87032,53036.87068,30,53037.85487,2012754587,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DMQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.8723,53036.87694,400,53037.85735,2012754588,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DPQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.8826,53036.88296,30,53037.85985,2012754589,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/WFC,DADS,F606W,OPTICAL,NGC104,GLOBULAR CLUSTER;STELLAR CLUSTER,J8UX05DQQ,5.606695480061,-72.09480939934,10043,RIESS,3,53036.88464,53036.88928,400,53037.86444,2012754590,POLYGON GSC1   5.46544952 -72.10035989   5.57253870 -72.05403030   5.73059789 -72.08475037   5.62240393 -72.12922845   5.46544952 -72.10035989,8520.19219143643
image,HST,ACS/HRC,DADS,F435W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW03G3Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52664.71398,52664.71469,60,52674.9362,2012750180,POLYGON GSC1   5.74789669 -72.07053726   5.73440328 -72.07743858   5.71359500 -72.07446375   5.72714495 -72.06749761   5.74789669 -72.07053726,8521.58847754722
image,HST,ACS/HRC,DADS,F475W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW03G4Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52664.71597,52664.71668,60,52674.9362,2012750181,POLYGON GSC1   5.74789669 -72.07053726   5.73440328 -72.07743858   5.71359500 -72.07446375   5.72714495 -72.06749761   5.74789669 -72.07053726,8521.58847754722
image,HST,ACS/HRC,DADS,F555W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW03G6Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52664.71749,52664.71821,60,52674.9362,2012750182,POLYGON GSC1   5.74789669 -72.07053726   5.73440328 -72.07743858   5.71359500 -72.07446375   5.72714495 -72.06749761   5.74789669 -72.07053726,8521.58847754722
image,HST,ACS/HRC,DADS,F606W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW03G8Q,5.730833333333,-72.0725,9656,DE MARCHI,3,52664.71918,52664.7199,60,52674.9362,2012750183,POLYGON GSC1   5.74789669 -72.07053726   5.73440328 -72.07743858   5.71359500 -72.07446375   5.72714495 -72.06749761   5.74789669 -72.07053726,8521.58847754722
image,HST,ACS/HRC,DADS,F814W,OPTICAL,NGC104-HRC,GLOBULAR CLUSTER;STELLAR CLUSTER,J8HW03GBQ,5.730833333333,-72.0725,9656,DE MARCHI,3,52664.72436,52664.72507,60,52674.9362,2012750186,POLYGON GSC1   5.74789669 -72.07053726   5.73440328 -72.07743858   5.71359500 -72.07446375   5.72714495 -72.06749761   5.74789669 -72.07053726,8521.58847754722
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,NGC-104,GLOBULAR CLUSTER;STELLAR CLUSTER,IBWB05DNQ,5.659375,-72.065,12692,NOESKE,3,56008.67999,56008.68404,350,56009.00374,2012727970,POLYGON ICRS   5.65643394 -72.10036332   5.55106629 -72.06845540   5.64960476 -72.03412322   5.75256192 -72.06598835   5.65643394 -72.10036332,8522.99717445342
image,HST,WFC3/UVIS,DADS,F606W,OPTICAL,NGC-104,GLOBULAR CLUSTER;STELLAR CLUSTER,IBWB05DTQ,5.659375,-72.065,12692,NOESKE,3,56008.69726,56008.6976,30,56009.07172,2012727973,POLYGON ICRS   5.65643394 -72.10036332   5.55106629 -72.06845540   5.64960476 -72.03412322   5.75256192 -72.06598835   5.65643394 -72.10036332,8522.99717445342
